City_ID,city,latitude,longitude,max temp,city humidity,cloudiness,wind speed,country,date
178,nyrany,49.7114,13.2119,45.59,87,100,5.01,CZ,1710362348
179,port elizabeth,-33.918,25.5701,69.1,89,0,13.8,ZA,1710362249
180,bandarbeyla,9.4942,50.8122,79.5,75,12,10.98,SO,1710362349
181,las higueras,-33.0923,-64.289,80.76,74,91,5.41,AR,1710362349
182,ad darb,17.7229,42.2526,84.11,72,1,3.85,SA,1710362349
183,sargatskoye,55.6101,73.4972,-0.24,100,100,6.24,RU,1710362350
184,nam som,17.7704,102.1895,77.11,67,17,2.35,TH,1710362350
185,wloclawek,52.6482,19.0678,45.52,89,38,3.49,PL,1710362350
186,port lincoln,-34.7333,135.8667,64.4,86,100,21.56,AU,1710362351
187,bollnas,61.3482,16.3946,37.54,95,100,11.56,SE,1710362351
188,aykhal,66.0,111.5,-27.24,100,80,4.94,RU,1710362351
189,basawul,34.2475,70.8722,53.02,82,0,2.55,AF,1710362351
190,rongelap,11.1635,166.8941,79.61,81,100,23.17,MH,1710362352
191,pospelikha,51.95,81.7667,18.0,94,73,11.14,RU,1710362352
192,kerikeri,-35.2268,173.9474,64.9,93,87,3.49,NZ,1710362352
193,punta arenas,-53.15,-70.9167,50.11,53,75,27.63,CL,1710362352
194,la passe,45.5549,-0.8967,54.01,86,20,7.29,FR,1710362353
195,pisco,-13.7,-76.2167,80.65,57,0,23.02,PE,1710362353
196,whitehorse,60.7161,-135.0538,31.01,63,75,12.66,CA,1710362354
197,kavaratti,10.5669,72.642,81.97,75,6,8.61,IN,1710362354
198,chulakkurgan,43.765,69.1814,26.71,95,100,4.7,KZ,1710362354
199,al jahra',29.3375,47.6581,68.63,21,65,7.81,KW,1710362354
200,la foa,-21.7108,165.8276,80.4,80,100,3.02,NC,1710362355
201,phan rang-thap cham,11.5667,108.9833,72.07,87,30,6.02,VN,1710362355
202,antsiranana,-12.2787,49.2917,77.56,84,95,9.1,MG,1710362356
203,jijel,36.8205,5.7667,57.2,78,0,5.37,DZ,1710362356
204,vittel,48.2009,5.9484,49.82,100,0,6.91,FR,1710362356
205,codrington,-38.2667,141.9667,59.59,72,100,14.38,AU,1710362356
206,tileagd,47.0667,22.2,42.55,92,100,7.23,RO,1710362357
207,sao joao da barra,-21.6403,-41.0511,82.49,79,22,7.02,BR,1710362357
208,beira,-19.8436,34.8389,84.29,84,0,10.36,MZ,1710362357
209,murun-kuren,49.6342,100.1625,23.38,79,100,4.16,MN,1710362357
210,darwin,-12.4611,130.8418,78.78,93,100,8.99,AU,1710362195
211,san antonio de pale,-1.4014,5.6325,84.18,83,44,13.09,GQ,1710362358
212,el granada,37.5027,-122.4694,66.15,61,0,16.11,US,1710362358
213,magadan,59.5667,150.8,-2.47,96,82,7.2,RU,1710362358
214,hamilton,39.1834,-84.5333,75.15,38,20,12.66,US,1710362359
215,olonkinbyen,70.9221,-8.7187,25.65,63,100,21.21,SJ,1710362359
216,ingeniero guillermo n. juarez,-23.9,-61.85,107.74,24,20,17.0,AR,1710362359
217,guararapes,-21.2608,-50.6428,92.8,41,56,5.95,BR,1710362360
218,funafuti,-8.5243,179.1942,89.6,79,75,9.22,TV,1710362360
219,jolo,6.05,121.0167,77.34,87,26,1.1,PH,1710362360
220,andapa,-14.65,49.65,70.65,99,99,1.14,MG,1710362360
221,tolanaro,-25.0319,46.9987,78.87,89,20,13.8,MG,1710362361
222,mytilene,39.11,26.5547,53.42,76,20,4.61,GR,1710362361
223,phrai bueng,14.7483,104.3626,80.31,65,19,5.37,TH,1710362361
224,kamaishi,39.2667,141.8833,35.78,87,60,8.03,JP,1710362361
225,susuman,62.7833,148.1667,-26.01,100,94,1.01,RU,1710362362
226,ginir,7.1333,40.7,63.7,56,18,4.21,ET,1710362362
227,kenora,49.8167,-94.4337,41.97,70,75,6.91,CA,1710362362
228,cabo san lucas,22.8909,-109.9124,82.62,50,0,11.5,MX,1710362362
229,kirakira,-10.4544,161.9205,81.77,84,100,6.67,SB,1710362363
230,macapa,0.0389,-51.0664,82.38,83,40,9.22,BR,1710362363
231,acarau,-2.8856,-40.12,80.98,86,100,9.42,BR,1710362363
232,spring creek,40.7266,-115.5859,32.4,65,100,7.0,US,1710362364
233,brookings,44.3114,-96.7984,61.38,32,20,14.97,US,1710362364
234,gulf shores,30.246,-87.7008,78.39,68,0,8.05,US,1710362364
235,dubrovka,53.6907,33.5071,23.31,97,75,5.48,RU,1710362365
236,papatowai,-46.5619,169.4708,51.42,64,100,8.19,NZ,1710362365
237,chernyshevskiy,63.0128,112.4714,-26.19,100,100,2.59,RU,1710362365
238,nova sintra,14.8667,-24.7167,68.04,74,1,21.9,CV,1710362365
239,santa marta,11.2408,-74.199,98.65,41,40,16.11,CO,1710362366
240,dubbo,-32.25,148.6167,62.73,88,31,3.44,AU,1710362366
241,hanzhong,33.0728,107.0303,49.77,78,100,1.1,CN,1710362366
242,coquimbo,-29.9533,-71.3436,69.53,68,0,14.97,CL,1710362248
243,wanxian,30.8039,108.3897,54.75,90,100,2.04,CN,1710362367
244,klyuchi,52.2667,79.1667,17.2,94,91,9.57,RU,1710362367
245,hotan,37.0997,79.9269,47.95,31,99,17.25,CN,1710362367
246,la maddalena,41.2142,9.4083,48.25,82,0,6.49,IT,1710362367
247,baardheere,2.3446,42.2764,84.4,57,9,14.05,SO,1710362368
248,egilsstadir,65.2653,-14.3948,31.91,100,100,26.46,IS,1710362368
249,shimoda,34.6667,138.95,46.65,61,56,4.59,JP,1710362368
250,vilyuchinsk,52.9306,158.4028,28.67,91,100,33.62,RU,1710362369
251,cidreira,-30.1811,-50.2056,75.7,83,82,12.5,BR,1710362369
252,comodoro rivadavia,-45.8667,-67.5,67.86,26,44,33.38,AR,1710362369
253,fortuna,40.5982,-124.1573,56.35,62,0,13.8,US,1710362369
254,east london,-33.0153,27.9116,68.72,85,100,9.91,ZA,1710362370
255,port hedland,-20.3167,118.5667,82.45,74,57,4.61,AU,1710362370
256,geraldton,-28.7667,114.6,73.81,73,7,9.22,AU,1710362370
257,tshikapa,-6.4167,20.8,73.27,91,66,1.57,CD,1710362371
258,severo-yeniseyskiy,60.3725,93.0408,0.57,99,90,4.0,RU,1710362371
259,new norfolk,-42.7826,147.0587,51.3,89,5,2.33,AU,1710362371
260,belyy yar,53.6039,91.3903,19.29,86,0,0.0,RU,1710362372
261,parras de la fuente,25.4167,-102.1833,79.2,13,37,17.2,MX,1710362372
262,utrik,11.2278,169.8474,79.02,78,100,27.34,MH,1710362372
263,jamestown,42.097,-79.2353,66.52,45,75,13.8,US,1710362192
264,tazovsky,67.4667,78.7,-13.63,86,14,8.79,RU,1710362373
265,kannur,11.8675,75.3576,76.93,87,23,5.08,IN,1710362373
266,port mathurin,-19.6833,63.4167,79.65,79,11,24.02,MU,1710362373
267,santa ana de yacuma,-13.75,-65.4333,82.35,89,75,5.75,BO,1710362374
268,metlili chaamba,32.2667,3.6333,65.34,24,0,3.44,DZ,1710362374
269,sinabang,2.4803,96.3801,80.04,79,24,3.74,ID,1710362374
270,bulnes,-36.7423,-72.2985,57.96,25,0,12.03,CL,1710362374
271,clinton,42.587,-82.9199,73.22,39,20,9.22,US,1710362218
272,queenstown,-31.8976,26.8753,60.89,86,99,2.57,ZA,1710362375
273,shalya,57.2471,58.7298,19.31,94,100,9.35,RU,1710362375
274,howard springs,-12.497,131.047,78.71,95,100,6.53,AU,1710362376
275,bubaque,11.2833,-15.8333,78.24,73,14,21.05,GW,1710362376
276,visakhapatnam,17.69,83.2093,78.46,84,1,9.24,IN,1710362376
277,vilyuysk,63.7553,121.6247,-18.99,100,100,1.01,RU,1710362377
278,ponta delgada,37.7333,-25.6667,65.19,88,75,11.5,PT,1710362377
279,okahandja,-21.9833,16.9167,73.99,31,7,8.95,NA,1710362377
280,muravlenko,63.7898,74.523,2.12,84,100,10.31,RU,1710362377
